4129537,9983,20160712,0.05
6949378,3429,20160706,0.06521699577569962
2166529,6928,20160727,0.05
2166529,1808,20160727,0.05
6172162,6500,20160708,0.05
4005121,9983,20160706,0.06597410887479782
4347394,9983,20160716,0.05
3094273,13602,20160727,0.05
5139970,9983,20160729,0.05
3237121,13602,20160703,0.05
6224386,9983,20160716,0.05
6488578,13602,20160712,0.1863228678703308
4164865,9983,20160703,0.05
4164865,8059,20160706,0.05
5468674,9983,20160713,0.05
6258178,9144,20160706,0.08706913143396378
3659521,7341,20160727,0.05
3659521,13181,20160717,0.05
3659521,13602,20160718,0.05
7333378,13602,20160704,0.06732243299484253
7333378,785,20160727,0.15348462760448456
4454914,2978,20160711,0.18704397976398468
6817282,8375,20160724,0.05
3149569,10418,20160721,0.05
6301186,1715,20160718,0.0730198323726654
6301186,4203,20160708,0.05
2891521,13602,20160724,0.05
3422977,13602,20160727,0.05
4771330,13602,20160726,0.05
4513282,11799,20160712,0.05
3439873,13602,20160713,0.05
6632962,13602,20160727,0.056659698486328125
6632962,10438,20160705,0.05
6912514,9934,20160724,0.1671532243490219
2821891,10418,20160702,0.05
3872515,10418,20160704,0.05
3872515,2978,20160704,0.06913508474826813
2699011,13602,20160705,0.08142608404159546
5406214,3903,20160722,0.05
5406214,2440,20160722,0.05
3359491,10418,20160725,0.05
4147459,5743,20160715,0.05
5427718,4912,20160704,0.06425521522760391
5427718,662,20160704,0.129098579287529
5427718,1528,20160704,0.10777627676725388
2848003,13602,20160702,0.05
2726659,10842,20160724,0.24312618374824524
3649795,2978,20160723,0.13109202682971954
3649795,10418,20160701,0.05
2612995,9983,20160703,0.05
3808003,9983,20160721,0.05
3812611,3992,20160721,0.07146206498146057
3425539,3992,20160719,0.05
6853126,13181,20160721,0.09594392031431198
4251142,10609,20160707,0.05
3442435,13602,20160713,0.05
3182851,11986,20160731,0.05
7175686,7774,20160706,0.05
7175686,9983,20160717,0.05
3199747,8059,20160712,0.05
3199747,3429,20160718,0.05
6140422,6480,20160728,0.07104367762804031
4001029,13602,20160704,0.05
3873541,2978,20160718,0.11544524133205414
4603402,5482,20160723,0.06302060931921005
6443530,13602,20160722,0.05
3627781,10418,20160713,0.05
4913674,8059,20160712,0.05
3506437,13602,20160719,0.06772816926240921
2196229,6614,20160717,0.05
2329861,13849,20160724,0.05
3514117,9967,20160706,0.05
5733898,13183,20160705,0.26717305183410645
2480389,2978,20160703,0.20202243328094482
3928837,1904,20160722,0.05
3017989,13602,20160730,0.05
3017989,9983,20160704,0.05
5776906,13602,20160706,0.05
6332938,13602,20160724,0.05
5568010,8596,20160722,0.058362074196338654
5568010,8596,20160722,0.058362074196338654
2398981,13602,20160722,0.05
3208453,10418,20160713,0.05
7205386,13602,20160729,0.05
4866574,13602,20160723,0.05170796439051628
4866574,9983,20160725,0.05
5394958,2601,20160712,0.05
6445582,13602,20160713,0.05
3748615,13602,20160709,0.05
3748615,11184,20160703,0.05
5941774,9983,20160711,0.05
2842375,3429,20160725,0.07581382244825363
2324743,10418,20160701,0.05
6491662,4654,20160717,0.08489180356264114
3644167,11463,20160710,0.07076455652713776
3644167,11463,20160706,0.06349262595176697
3644167,11463,20160708,0.06952110677957535
3644167,11463,20160711,0.06602701544761658
3644167,11463,20160713,0.05
2862343,3004,20160712,0.05
2862343,2070,20160721,0.05
2862343,7821,20160721,0.05
2862343,14,20160731,0.15349388122558594
4676110,9983,20160727,0.05
3135751,3992,20160724,0.05
4054279,9983,20160729,0.05
4192519,13602,20160723,0.05
2363143,3780,20160703,0.05
2363143,13161,20160703,0.05
2363143,2978,20160724,0.2237347811460495
2363143,10438,20160729,0.05
3025159,9983,20160703,0.05
3025159,10438,20160701,0.05
3025159,13602,20160725,0.054162077605724335
6574606,8059,20160729,0.05
2771719,13602,20160728,0.05
2513671,9983,20160723,0.05
7136782,13602,20160714,0.0927678719162941
3568903,8596,20160722,0.05
5047822,13602,20160722,0.05
3704071,10110,20160716,0.06955374777317047
3704071,10110,20160707,0.28849098086357117
3183367,4132,20160723,0.05
4276750,13602,20160726,0.05
6402574,9983,20160704,0.05
6402574,10418,20160706,0.05
6408718,13602,20160724,0.05
4587022,8059,20160717,0.05
4587022,9983,20160717,0.05
3212041,13602,20160715,0.05
5903890,13602,20160724,0.05
4598290,1904,20160709,0.05
3093769,8306,20160728,0.10168703645467758
3093769,8059,20160728,0.05
3093769,9983,20160716,0.05
4370962,8059,20160722,0.05
6208018,2920,20160729,0.05
2189065,2096,20160715,0.05742445960640907
4029193,13602,20160703,0.05
3119881,493,20160721,0.05
3910921,9983,20160712,0.05
3910921,13602,20160711,0.05
6773266,2096,20160717,0.09367978572845459
4948498,2978,20160725,0.13905711472034454
2347273,13602,20160725,0.05
4190473,10284,20160720,0.05
3536137,13602,20160728,0.05
2358025,13602,20160703,0.05
3930889,10438,20160729,0.05
3930889,13602,20160704,0.05
3930889,2893,20160724,0.24161188304424286
3930889,2893,20160726,0.06579092890024185
4066057,5702,20160716,0.4209413230419159
4066057,13602,20160724,0.1337348371744156
4066057,5702,20160723,0.059082139283418655
4066057,5702,20160709,0.4108160734176636
4070665,10418,20160715,0.05
3024649,3992,20160709,0.056226350367069244
6862354,13602,20160731,0.05
6078994,10438,20160716,0.05
3310345,10438,20160731,0.05
6112786,13602,20160714,0.05
2930953,2978,20160724,0.11688236147165298
6939154,10418,20160727,0.05
6939154,2978,20160727,0.13888230919837952
3208969,3985,20160724,0.2499680519104004
3208969,11876,20160724,0.09133901447057724
2296075,13602,20160728,0.05
2173195,2601,20160703,0.05
5948950,10418,20160720,0.05
2723083,4277,20160724,0.05
4177675,9983,20160721,0.18727366626262665
4177675,13602,20160719,0.05
6790678,13602,20160723,0.05
3531019,8059,20160717,0.05
7343638,8059,20160704,0.05
3021067,13320,20160722,0.055227503180503845
2773771,4727,20160725,0.30487650632858276
4286998,13602,20160711,0.05
6385174,9983,20160712,0.05
2933515,9983,20160703,0.05
2933515,13602,20160702,0.05
6925846,13602,20160714,0.05
6925846,9983,20160721,0.05
5617174,5785,20160725,0.05
6667798,9983,20160710,0.05
6667798,8499,20160725,0.40485310554504395
6667798,13602,20160704,0.3028833866119385
5887510,3093,20160704,0.10453714430332184
5887510,8215,20160704,0.0775957778096199
5887510,9002,20160704,0.08871464431285858
3469579,2978,20160711,0.10560113936662674
5368342,13602,20160727,0.18197466433048248
6157846,13602,20160722,0.05
6427162,1904,20160708,0.05
6427162,11894,20160708,0.05
7228954,9983,20160714,0.05
6728218,3992,20160707,0.05
6992410,1971,20160706,0.07309240102767944
6992410,1971,20160701,0.06502403318881989
6992410,1971,20160708,0.07769660651683807
6992410,1971,20160705,0.07101546227931976
6992410,1971,20160711,0.05
3909901,9983,20160726,0.05
6783514,13602,20160729,0.05
6783514,9983,20160731,0.05
6783514,12154,20160729,0.26504307985305786
4694554,10418,20160711,0.05
4694554,13602,20160721,0.05
4694554,2978,20160710,0.11225531250238419
4694554,10438,20160703,0.05
5238298,11799,20160729,0.05
2886925,2978,20160722,0.49780863523483276
2891533,13602,20160731,0.05
2635021,1808,20160730,0.05
2635021,6928,20160730,0.05
5275162,2601,20160707,0.05
2247949,13602,20160707,0.05
2247949,1589,20160710,0.6590480804443359
2247949,1589,20160721,0.22021278738975525
2247949,9983,20160730,0.05
6335002,9793,20160714,0.1735052764415741
6599194,3429,20160710,0.05
6608410,8012,20160721,0.085807666182518
3048205,10438,20160712,0.05
3048205,10418,20160701,0.05
3837709,9983,20160720,0.05
2800909,13602,20160727,0.05
5880346,13602,20160721,0.05
5880346,8901,20160703,0.11088696867227554
6153754,8059,20160724,0.05
5393950,13602,20160720,0.05
6976030,9718,20160702,0.06551088392734528
2846479,10438,20160711,0.05
6223390,9983,20160710,0.05
3639055,9983,20160701,0.05
2872591,13602,20160713,0.05
3531535,8059,20160702,0.05
3531535,10418,20160704,0.05
3531535,9983,20160702,0.05
3531535,3429,20160704,0.05
5510686,8059,20160712,0.05
5510686,3429,20160704,0.057373493909835815
3937039,10990,20160710,0.10866425186395645
6039070,8059,20160715,0.05
6039070,13803,20160707,0.05
6039070,9983,20160726,0.05
6039070,13602,20160726,0.05
6039070,3429,20160716,0.05
3675919,2601,20160708,0.05
4472350,9983,20160728,0.05
2107663,13602,20160728,0.05
2370319,12429,20160723,0.060316912829875946
2370319,10418,20160711,0.05
2765071,2978,20160721,0.17957334220409393
2765071,13602,20160714,0.05
3557647,13602,20160704,0.05
3557647,10438,20160712,0.05
