4129537,9983,20160712,0.22866514
6949378,3429,20160706,0.43071052
2166529,6928,20160727,0.17708038
2166529,1808,20160727,0.24032788
6172162,6500,20160708,0.33084524
4005121,9983,20160706,0.4282174
4347394,9983,20160716,0.2914011
3094273,13602,20160727,0.25437382
5139970,9983,20160729,0.085951954
3237121,13602,20160703,0.29522324
6224386,9983,20160716,0.22323272
6488578,13602,20160712,0.55636513
4164865,9983,20160703,0.2787965
4164865,8059,20160706,0.39729133
5468674,9983,20160713,0.2896068
6258178,9144,20160706,0.4757549
3659521,7341,20160727,0.39259073
3659521,13181,20160717,0.34877646
3659521,13602,20160718,0.35987213
7333378,13602,20160704,0.43187505
7333378,785,20160727,0.49441308
4454914,2978,20160711,0.5517322
6817282,8375,20160724,0.3930017
3149569,10418,20160721,0.3584874
6301186,1715,20160718,0.44528222
6301186,4203,20160708,0.31313312
2891521,13602,20160724,0.32642838
3422977,13602,20160727,0.3574227
4771330,13602,20160726,0.22106378
4513282,11799,20160712,0.27306947
3439873,13602,20160713,0.36959958
6632962,13602,20160727,0.40074536
6632962,10438,20160705,0.35946113
6912514,9934,20160724,0.53599906
2821891,10418,20160702,0.31472903
3872515,10418,20160704,0.34130162
3872515,2978,20160704,0.4414942
2699011,13602,20160705,0.4305418
5406214,3903,20160722,0.3151157
5406214,2440,20160722,0.3151157
3359491,10418,20160725,0.31607717
4147459,5743,20160715,0.35283792
5427718,4912,20160704,0.44999152
5427718,662,20160704,0.49309272
5427718,1528,20160704,0.47313678
2848003,13602,20160702,0.30489498
2726659,10842,20160724,0.56558347
3649795,2978,20160723,0.5033391
3649795,10418,20160701,0.36802417
2612995,9983,20160703,0.13731128
3808003,9983,20160721,0.2039568
3812611,3992,20160721,0.44728106
3425539,3992,20160719,0.37449995
6853126,13181,20160721,0.48945794
4251142,10609,20160707,0.38296857
3442435,13602,20160713,0.32225466
3182851,11986,20160731,0.33573493
7175686,7774,20160706,0.34650847
7175686,9983,20160717,0.35209268
3199747,8059,20160712,0.3289626
3199747,3429,20160718,0.33920863
6140422,6480,20160728,0.45582598
4001029,13602,20160704,0.3078553
3873541,2978,20160718,0.48122808
4603402,5482,20160723,0.44724575
6443530,13602,20160722,0.381068
3627781,10418,20160713,0.34485543
4913674,8059,20160712,0.36094955
3506437,13602,20160719,0.43437853
2196229,6614,20160717,0.3417638
2329861,13849,20160724,0.4156564
3514117,9967,20160706,0.27045107
5733898,13183,20160705,0.5708782
2480389,2978,20160703,0.54795414
3928837,1904,20160722,0.4040668
3017989,13602,20160730,0.29069465
3017989,9983,20160704,0.37063125
5776906,13602,20160706,0.3561697
6332938,13602,20160724,0.3841213
5568010,8596,20160722,0.35931766
5568010,8596,20160722,0.35931766
2398981,13602,20160722,0.3156736
3208453,10418,20160713,0.19422252
7205386,13602,20160729,0.35022098
4866574,13602,20160723,0.39011848
4866574,9983,20160725,0.3222531
5394958,2601,20160712,0.3732506
6445582,13602,20160713,0.3419363
3748615,13602,20160709,0.38468334
3748615,11184,20160703,0.39002356
5941774,9983,20160711,0.3221885
2842375,3429,20160725,0.45297796
2324743,10418,20160701,0.30003726
6491662,4654,20160717,0.4623514
3644167,11463,20160710,0.376211
3644167,11463,20160706,0.37646765
3644167,11463,20160708,0.37718028
3644167,11463,20160711,0.37974843
3644167,11463,20160713,0.32591647
2862343,3004,20160712,0.3508613
2862343,2070,20160721,0.3327796
2862343,7821,20160721,0.23139313
2862343,14,20160731,0.51766926
4676110,9983,20160727,0.10104704
3135751,3992,20160724,0.37830898
4054279,9983,20160729,0.30931017
4192519,13602,20160723,0.29584798
2363143,3780,20160703,0.32684678
2363143,13161,20160703,0.3614062
2363143,2978,20160724,0.53060603
2363143,10438,20160729,0.36950237
3025159,9983,20160703,0.39355883
3025159,10438,20160701,0.32733315
3025159,13602,20160725,0.384301
6574606,8059,20160729,0.3565344
2771719,13602,20160728,0.29582104
2513671,9983,20160723,0.34343868
7136782,13602,20160714,0.4489774
3568903,8596,20160722,0.35349292
5047822,13602,20160722,0.37003505
3704071,10110,20160716,0.4439791
3704071,10110,20160707,0.6088761
3183367,4132,20160723,0.36343795
4276750,13602,20160726,0.3287624
6402574,9983,20160704,0.4007405
6402574,10418,20160706,0.39918214
6408718,13602,20160724,0.36699006
